event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
PSE43592,"14 December 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Palestine)",,5,"Military Forces of Israel (2022-)",,8,58,,275,"Middle East",Palestine,"West Bank","Ramallah and Al Bireh",,Nilin,31.9467,35.0217,1,"Palestine News and Information Agency",National,"On 14 December 2023, Palestinian rioters clashed with Israeli forces in Nilin (Ramallah and Al Bireh, West Bank) as it patrolled the town. Israeli forces opened live fire to disperse the rioters. 2 rioters were injured in the foot.",0,"crowd size=no report",1704757986
PSE44295,"14 December 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Palestine)",,5,"Military Forces of Israel (2022-)",,8,58,,275,"Middle East",Palestine,"West Bank","Ramallah and Al Bireh",,"Dayr Abu Mashal",31.9988,35.0684,1,"Palestine News and Information Agency",National,"On 14 December 2023, Palestinian rioters clashed with Israeli forces that raided Dayr Abu Mashal (Ramallah and Al Bireh, West Bank). Israeli forces opened live fire at the rioters, injuring 2 rioters in the lower limbs.",0,"crowd size=no report",1704757989
PSE44297,"14 December 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Palestine)",,5,"Military Forces of Israel (2022-)",,8,58,,275,"Middle East",Palestine,"West Bank",Nablus,,Bayta,32.1414,35.2855,1,"Newpress; Palestine News and Information Agency; PLO Negotiations Affairs Department",Other-National,"On 14 December 2023, Palestinian rioters clashed with Israeli forces that raided Bayta (Nablus, West Bank). Israeli forces fired live and rubber-coated bullets, tear gas canisters, and stun grenades at the rioters, injuring 2.",0,"crowd size=no report",1704757989
PSE44298,"14 December 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Palestine)",,5,"Military Forces of Israel (2022-)",,8,58,,275,"Middle East",Palestine,"West Bank",Jenin,,"Silat al Dahr",32.3175,35.1872,1,"Palestine News and Information Agency",National,"On 14 December 2023, Palestinian rioters clashed with Israeli forces that raided Silat al Dahr (Jenin, West Bank). Israeli forces opened fire and fired tear gas canisters to disperse the rioters. 1 rioter was injured by a bullet in the neck, and dozens suffered from tear gas inhalation.",0,"crowd size=no report",1704757989
PSE44309,"14 December 2023",2023,1,"Political violence",Battles,"Armed clash","PIJ: Palestinian Islamic Jihad","Hamas Movement",3,"Military Forces of Israel (2022-)",,8,38,,275,"Middle East",Palestine,"Gaza Strip","Gaza City",,"Gaza - Az Zaytun",31.4964,34.4522,2,"Newpress; Palestine Information Center; Twitter","Other-New media","On 14 December 2023, PIJ clashed with Israeli troops while Hamas militants targeted 2 Israeli tanks with al-Yasin anti-armour shells southeast of Gaza City, Gaza - Az Zaytun (Gaza City, Gaza Strip). Casualties unknown.",0,,1704757989
PSE44312,"14 December 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Palestine)",,5,"Military Forces of Israel (2022-)",,8,58,,275,"Middle East",Palestine,"West Bank",Hebron,,Hebron,31.5294,35.0938,1,"Ma'an News Agency",National,"On 14 December 2023, Palestinian rioters clashed with Israeli forces in the Wad Abu Kteila in Hebron (Hebron, West Bank). Israeli forces opened fire and fired tear gas canisters to disperse the rioters. 1 rioter was injured by a bullet, and several suffered from tear gas inhalation.",0,"crowd size=no report",1704757989
PSE44313,"14 December 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Palestine)",,5,"Military Forces of Israel (2022-)",,8,58,,275,"Middle East",Palestine,"West Bank","Al Quds",,Biddu,31.8348,35.1495,1,"PLO Negotiations Affairs Department",Other,"On 14 December 2023, Palestinian rioters clashed with Israeli forces that raided Biddu (Al Quds, West Bank) to patrol the area. Israeli forces fired tear gas canisters and stun grenades to disperse the rioters. There were no casualties.",0,"crowd size=no report",1704757989
PSE44315,"14 December 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Palestine)",,5,"Military Forces of Israel (2022-)",,8,58,,275,"Middle East",Palestine,"West Bank",Nablus,,Jammain,32.1316,35.204,1,"PLO Negotiations Affairs Department",Other,"On 14 December 2023, Palestinian rioters clashed with Israeli forces that raided Jammain (Nablus, West Bank). Israeli forces rubber-coated bullets, tear gas canisters, and stun grenades to disperse the rioters. There were no casualties.",0,"crowd size=no report",1704757989
PSE44318,"14 December 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Palestine)",,5,"Military Forces of Israel (2022-)",,8,58,,275,"Middle East",Palestine,"West Bank",Hebron,,Kharas,31.6132,35.0476,1,"PLO Negotiations Affairs Department",Other,"On 14 December 2023, Palestinian rioters clashed with Israeli forces that raided Kharas (Hebron, West Bank). Israeli forces fired rubber-coated bullets, tear gas canisters, and stun grenades to disperse the rioters. There were no casualties.",0,"crowd size=no report",1704757989
PSE44319,"14 December 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Palestine)",,5,"Military Forces of Israel (2022-)",,8,58,,275,"Middle East",Palestine,"West Bank",Hebron,,"Bayt Ummar",31.6233,35.1045,1,"PLO Negotiations Affairs Department",Other,"On 14 December 2023, Palestinian rioters clashed with Israeli forces that raided Bayt Ummar (Hebron, West Bank). Israeli forces fired rubber-coated bullets, tear gas canisters, and stun grenades to disperse the rioters. There were no casualties.",0,"crowd size=no report",1704757989
PSE44325,"14 December 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Palestine)",,5,"Military Forces of Israel (2022-)",,8,58,,275,"Middle East",Palestine,"West Bank",Qalqilya,,Azzun,32.175,35.0575,1,"Long War Journal; PLO Negotiations Affairs Department; Quds News Network",Other-National,"On 14 December 2023, Palestinian rioters clashed with the Israeli forces in Azzun (Qalqilya, West Bank). In addition, Israeli military vehicles were targeted with pipe bombs. Israeli forces fired rubber-coated bullets, tear gas canisters, and stun grenades to disperse the rioters. There were no casualties.",0,"crowd size=no report",1704757989
PSE44326,"14 December 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Palestine)",,5,"Military Forces of Israel (2022-)",,8,58,,275,"Middle East",Palestine,"West Bank",Jenin,,"Al Yamun",32.4856,35.2301,1,"Long War Journal; Quds News Network",National-International,"On 14 December 2023, Palestinian rioters clashed with Israeli forces that raided Al Yamun (Jenin, West Bank). There were no casualties.",0,"crowd size=no report",1704757989
PSE44337,"14 December 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Palestine)",,5,"Military Forces of Israel (2022-)",,8,58,,275,"Middle East",Palestine,"West Bank",Nablus,,Sabastiyah,32.2756,35.1987,1,"PLO Negotiations Affairs Department",Other,"On 14 December 2023, Palestinian rioters clashed with Israeli forces that raided Sabastiyah (Nablus, West Bank). Israeli forces fired rubber-coated bullets, tear gas canisters, and stun grenades to disperse the rioters. There were no casualties.",0,"crowd size=no report",1704757989
PSE44342,"14 December 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Palestine)",,5,"Military Forces of Israel (2022-)",,8,58,,275,"Middle East",Palestine,"West Bank",Hebron,,"Mukhayyam al Arrub",31.623,35.1371,2,"PLO Negotiations Affairs Department",Other,"On 14 December 2023, Palestinian rioters clashed with Israeli forces near the entrance of Mukhayyam al Arrub (Hebron, West Bank). Israeli forces fired tear gas canisters and stun grenades to disperse the rioters. There were no casualties.",0,"crowd size=no report",1704757989
PSE44343,"14 December 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Palestine)",,5,"Military Forces of Israel (2022-)",,8,58,,275,"Middle East",Palestine,"West Bank",Hebron,,Idhna,31.5587,34.9744,1,"PLO Negotiations Affairs Department",Other,"On 14 December 2023, Palestinian rioters clashed with Israeli forces near the entrance of Idhna (Hebron, West Bank). Israeli forces fired tear gas canisters and stun grenades to disperse the rioters. There were no casualties.",0,"crowd size=no report",1704757989
PSE44345,"14 December 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Palestine)",,5,"Military Forces of Israel (2022-)",,8,58,,275,"Middle East",Palestine,"West Bank",Hebron,,Siir,31.585,35.1437,1,"PLO Negotiations Affairs Department",Other,"On 14 December 2023, Palestinian rioters clashed with Israeli forces in the Ras al Aroud area in Siir (Hebron, West Bank). Israeli forces fired live and rubber-coated bullets, tear gas canisters, and stun grenades to disperse the rioters. There were no casualties.",0,"crowd size=no report",1704757989
PSE44379,"14 December 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Palestine)","Rioters (Palestine)",3,"Military Forces of Israel (2022-)",,8,38,,275,"Middle East",Palestine,"West Bank",Jenin,,"Silat al Harithiyah",32.5085,35.2275,1,"Arab 48; Long War Journal; Palestine News and Information Agency; Quds News Network",National-International,"On 14 December 2023, an unidentified Palestinian group opened fire, and threw IEDs at Israeli forces that raided Silat al Harithiyah (Jenin, West Bank) and surrounded a house. In conjunction with the shooting, Palestinian rioters clashed with Israeli forces. Israeli forces opened fire at the rioters, resulting in 5 injuries.",0,,1704757990
PSE44382,"14 December 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Palestine)",,3,"Military Forces of Israel (2022-)",,8,38,,275,"Middle East",Palestine,"West Bank",Jenin,,Rummanah,32.5245,35.2048,1,"Liveuamap; Newpress; Shehab News Agency","Local partner-New media","On 14 December 2023, an unidentified Palestinian group exchanged fire with Israeli forces that raided Rummanah (Jenin, West Bank). There were no casualties.",0,,1704757990
PSE44393,"14 December 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Palestine)","Refugees/IDPs (Palestine); Rioters (Palestine)",3,"Military Forces of Israel (2022-)",,8,38,,275,"Middle East",Palestine,"West Bank",Jericho,,"Ain al Saltan",31.8794,35.4473,1,"Liveuamap; Shehab News Agency","Local partner-New media","On 14 December 2023, Palestinian rioters clashed with Israeli forces in Ain al Saltan refugee camp (Jericho, West Bank). There were no casualties.",0,,1704757990
PSE44395,"14 December 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Palestine)",,3,"Military Forces of Israel (2022-)",,8,38,,275,"Middle East",Palestine,"West Bank","Ramallah and Al Bireh",,"Bayt El",31.9333,35.2167,1,"Long War Journal; Quds News Network",National-International,"On 14 December 2023, an unidentified Palestinian group opened fire at the Bayt El settlement (Ramallah and Al Bireh, West Bank). There were no casualties.",0,,1704757990
ISR38553,"13 December 2023",2023,1,"Political violence",Battles,"Armed clash",Hezbollah,,3,"Military Forces of Israel (2022-)",,1,13,,376,"Middle East",Israel,HaZafon,Akko,Nahariyya,"Rosh HaNikra",33.0861,35.1135,2,"Jerusalem Post; N12; Times of Israel",National,"On 13 December 2023, Hezbollah forces fired a number of rockets from Lebanon toward the area of Rosh HaNikra (Akko, HaZafon). The rockets all landed in open areas near Rosh HaNikra. No injuries or damage were reported. Israeli fighter jets hit a number of sites in Lebanon later in the day in response to the fire toward Rosh HaNikra.",0,,1704757982
ISR38554,"13 December 2023",2023,1,"Political violence",Battles,"Armed clash",Hezbollah,,3,"Military Forces of Israel (2022-)",,1,13,,376,"Middle East",Israel,HaZafon,Akko,Elon,Shomera,33.0827,35.2838,2,Haaretz,National,"On 13 December 2023, Hezbollah forces fired an anti-tank missile from Lebanon toward Shomera (Akko, HaZafon). The missile likely landed in an open area near Shomera. Israeli military forces responded with artillery fire.",0,,1704757982
PSE43180,"13 December 2023",2023,1,"Political violence",Battles,"Armed clash","Al Aqsa Martyrs Brigade",,3,"Military Forces of Israel (2022-)",,8,38,,275,"Middle East",Palestine,"West Bank",Nablus,,"Bayt Furik",32.1769,35.3354,1,"Long War Journal; Newpress; Quds News Network",National-International,"On 13 December 2023, Al Aqsa Martyrs Brigade (Youth of Liberation and Revenge) militants opened fire at Israeli forces positioned at the Bayt Furik checkpoint (Nablus, West Bank). There were injuries among Israeli soldiers.",0,,1704757985
PSE43219,"13 December 2023",2023,1,"Political violence",Battles,"Armed clash","Al Aqsa Martyrs Brigade",,3,"Military Forces of Israel (2022-)",,8,38,,275,"Middle East",Palestine,"West Bank",Nablus,,"Asirah ash Shamaliyah",32.2512,35.2672,1,"Long War Journal",International,"On 13 December 2023, Al Aqsa Martyrs Brigade militants opened fire at Israeli forces positioned at the Asirah ash Shamaliyah checkpoint (Nablus, West Bank). There were no casualties.",0,,1704757985
PSE43470,"13 December 2023",2023,1,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Israel (2022-)",,8,"Civilians (Palestine)",,7,78,,275,"Middle East",Palestine,"West Bank",Hebron,,Suseya,31.3912,35.1137,2,"Arab 48; Palestine News and Information Agency",National,"Property destruction: On 13 December 2023, Israeli forces demolished a Palestinian-owned house in the Ashkara area near Suseya (Hebron, West Bank).",0,,1704757986
PSE43471,"13 December 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Israel)","Settlers (Israel)",5,,,0,50,,275,"Middle East",Palestine,"West Bank",Hebron,,Yuta,31.4459,35.0944,2,"Ma'an News Agency; Palestine News and Information Agency",National,"On 13 December 2023, Israeli settler rioters destroyed a Palestinian-owned vehicle and water containers in the Shaab Al Batm and Wadi Abu Juhaish area in Massafer Yuta (Hebron, West Bank).",0,"crowd size=no report",1704757986
PSE43481,"13 December 2023",2023,1,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Israel (2022-)",,8,"Civilians (Palestine)",,7,78,,275,"Middle East",Palestine,"West Bank",Nablus,,"Bayt Iba",32.2372,35.2098,1,"PLO Negotiations Affairs Department",Other,"Looting: On 13 December 2023, Israeli forces confiscated 20,000 USD and gold jewelry from a Palestinian house during a raid in Bayt Iba (Nablus, West Bank).",0,,1704757986
PSE43489,"13 December 2023",2023,1,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Israel (2022-)",,8,"Civilians (Palestine)",,7,78,,275,"Middle East",Palestine,"West Bank",Hebron,,Halhul,31.5803,35.1018,2,"PLO Negotiations Affairs Department",Other,"Property destruction: On 13 December 2023, Israeli forces demolished a Palestinian-owned house in the Bayt Khayran area between Bayt Ummar and Halhul (Hebron, West Bank) under the pretext of building without a permit.",0,,1704757986
PSE43490,"13 December 2023",2023,1,"Political violence","Violence against civilians",Attack,"Military Forces of Israel (2022-)",,8,"Civilians (Palestine)","Refugees/IDPs (Palestine)",7,78,"Civilian targeting",275,"Middle East",Palestine,"West Bank",Bethlehem,,"Mukhayyam al Azzah",31.7151,35.2019,1,"Ma'an News Agency; Palestine News and Information Agency",National,"On 13 December 2023, Israeli forces beat up 4 Palestinians in Mukhayyam al Azzah refugee camp (Bethlehem, West Bank) as they were being arrested. All 4 were injured and 2 of them needed hospitalization.",0,,1704757986
